image_name,date,street,block,parcel,text_en,text_es,ad_product,ad_company,business_name,establishment_kind,open_space_kind,street_art,notes,notes2
street_views_001389,2011-05-01,"Western Ave, West",3000,17895, , , ,, , ,parking lot,,,
street_views_001390,2015-07-01,"Western Ave, West",3600,17766,"western equipment rentals, concrete",,,,,,parking lot,,,
street_views_001391,2011-01-01,"Western Ave, East",4100,16954,"slcc, we still have a dream, southern christian leaders conference of greater los angeles, martin luther king legacy association",,,,southern christian leaders conference of greater los angeles,social services,,,,
street_views_001392,2009-03-01,"Western Ave, West",4500,7656, , , ,, , , ,mural,,
street_views_001393,2011-02-01,"Western Ave, West",4900,16828,"finish line, hog wash, manny smog check test only, pass or free retest, for rent, 100% hand wash, car wash, vans suvs trucks, bikes, ladies, many smog check, smog check test only, hand wash, test only station, finish line hog wash",,,,"finish line, manny smog check","car wash, automotive services",parking lot,mural,,
street_views_001394,2019-04-01,"W MLK Blvd, North",3500,8171,"krispy kreme donuts, krispy kreme",,,,krispy kreme,donut shop,parking lot,,,
street_views_001395,2019-04-01,"W MLK Blvd, South",3500,6514,"louisiana fried chicken, chinese food, atm machine inside, 10 piece meal, costa mesa, glendale, fullerton, montclair, riverside, torrance, woodland hills, if youre waiting for a sign this is it, robbins brotheers",,robbins brothers,,louisiana fried chicken,fast food,parking lot,,,
street_views_001396,2019-04-01,"W MLK Blvd, South",3500,6514,diamond beauty supply,,,,diamond beauty supply,beauty supply,parking lot,,,
street_views_001397,2019-04-01,"W MLK Blvd, South",3500,6514,"strategy & soul, civil right, people's art, revolutionary books, climate justice, community health, transformative organizing, take time to be a dad today, as i have walked among the desperate rejected and angry young men i have told them that molotov cocktails and rifles would not solve their problems i have tried to offer my deepest compassions while maintaining my convicition that social change comes most meangingfully through non violent action, but they asked and rightfully so what about vietnam their questions hit home and i knew i could never again raise my voice against the violence of the oppressed in the ghetto without having first spoken dearly to the greatest purveyor of violence in the world today my own government ",,fatherhood,,strategy & soul,bookstore,,,,
street_views_001398,2019-04-01,"W MLK Blvd, North",3500,26853,,,,,,residential,,,,
street_views_001399,2019-04-01,"W MLK Blvd, South",3500,26781,,,,,,residential,,,,
street_views_001400,2019-04-01,"W MLK Blvd, North",3500,26692,,,,,,residential,,,,
street_views_001401,2019-04-01,"W MLK Blvd, South",3500,26781,,,,,,residential,,,,
street_views_001402,2019-04-01,"W MLK Blvd, North",3500,26852,,,,,,residential,,,,
street_views_001403,2019-04-01,"W MLK Blvd, South",3500,26781,,,,,,residential,,,,
street_views_001404,2019-04-01,"W MLK Blvd, North",3500,26852,,,,,,residential,,,,
street_views_001405,2019-04-01,"W MLK Blvd, South",3400,26780,,,,,,residential,,,,
street_views_001406,2019-04-01,"W MLK Blvd, North",3400,26852,,,,,,residential,,,,
street_views_001407,2019-04-01,"W MLK Blvd, North",3300,26823,,,,,,residential,,,,
street_views_001408,2019-04-01,"W MLK Blvd, South",3400,26780,,,,,,residential,,,,
street_views_001409,2019-04-01,"W MLK Blvd, South",3300,26780,,,,,,residential,,,,
street_views_001410,2019-04-01,"W MLK Blvd, North",3300,26822,,,,,,residential,,,,
street_views_001411,2019-04-01,"W MLK Blvd, South",3300,26780,,,,,,residential,,,,
street_views_001412,2019-04-01,"W MLK Blvd, North",3300,26822,,,,,,residential,,,,
street_views_001413,2019-04-01,"W MLK Blvd, South",3300,26870,,,,,,residential,,,,
street_views_001414,2019-04-01,"W MLK Blvd, South",3200,23562,"audubon middle school and gifted magnet center, ams campus tour, high school fair",,,,audubon middle school and gifted magnet center,school,open field,,,
street_views_001415,2019-04-01,"W MLK Blvd, North",3200,26688,,,,,,residential,,,,
street_views_001416,2019-04-01,"W MLK Blvd, South",3200,23562,,,,,,,open field,,,
street_views_001417,2019-04-01,"W MLK Blvd, North",3200,26688,,,,,,residential,,,,
street_views_001418,2019-04-01,"W MLK Blvd, South",3200,23562,"we believe in sharing health spaces, eat healthy be active live well, ","creemos en compartir espacios sanos, comer sano mantenerse activos vivr bien",,,,,open field,,,
street_views_001419,2019-04-01,"W MLK Blvd, North",3100,26820,,,,,,residential,,,,
street_views_001420,2019-04-01,"W MLK Blvd, South",3000,41551,,,,,,residential,,,,
street_views_001421,2019-04-01,"W MLK Blvd, North",3000,26786,,,,,,residential,,,,
street_views_001422,2019-04-01,"W MLK Blvd, North",3000,26786,,,,,,residential,,,,
street_views_001423,2019-04-01,"W MLK Blvd, South",3000,41551,"property management, ",,,,,residential,,,,
street_views_001424,2019-04-01,"W MLK Blvd, North",2900,26785,,,,,,residential,,,,
street_views_001425,2019-04-01,"W MLK Blvd, South",2900,41550,,,,,,residential,,,,
street_views_001426,2019-04-01,"W MLK Blvd, North",2900,26785,,,,,,residential,,,,
street_views_001427,2019-04-01,"W MLK Blvd, South",2900,41550,,,,,,residential,,,,
street_views_001428,2019-04-01,"W MLK Blvd, North",2900,26783,,,,,,residential,,,,
street_views_001429,2019-04-01,"W MLK Blvd, South",2800,38997,,,,,,residential,,,,
street_views_001430,2019-04-01,"W MLK Blvd, North",2800,26782,,,,,,residential,,,,
street_views_001431,2019-04-01,"W MLK Blvd, South",2800,13483,"advertise differently,supporting the annural dr martin luther king jr parade, tap across la your way, 7 eleven ",,"la metro, advertise differently",,7 eleven,convenience store,parking lot,,,
street_views_001432,2019-04-01,"W MLK Blvd, North",2800,26782,,,,,,residential,,,,
street_views_001433,2019-04-01,"W MLK Blvd, North",2700,13493,"crenshaw, sunday worship, bible study",,,,crenshaw,church,,,,
street_views_001434,2019-04-01,"W MLK Blvd, North",2700,13493,public storage,,,,public storage,storage,parking lot,,,
street_views_001435,2019-04-01,"W MLK Blvd, South",2700,41504,the intruder,,the intruder movie,,,,open field ,,,
street_views_001436,2019-04-01,"W MLK Blvd, South",2700,13468,"10th ave pharmacy, free delivery",,,,10th ave pharmacy,pharmacy,parking lot,,,
street_views_001437,2019-04-01,"W MLK Blvd, South",2700,13468,church of christ annex,,,,church of christ annex,church,,,,
street_views_001438,2019-04-01,"W MLK Blvd, South",2700,13471,"rb's carribean cuisine coming soon, iaccidentlawyer.com, car injury",,iaccidentlawyer.com,,rb's carribean cusine,restaurant,parking lot,,,
street_views_001439,2019-04-01,"W MLK Blvd, North",2600,13493,"martin & johnson tax service, one of a kind car sales auction prices, cars in the rear, estate planning, encumbrance  loan, hard cash, real estate matters, family law, probate, trust dpoa, construction matters, a wise man will hear and increase learning and a man of understanding shall attain unto wise counsels proverb, m2n business service, appointment by email only, in prop per, for unique consulting vibe, law office of lisa f willians, government law, child support visitation, accidents, bankruptcy, credit repair",,,,"law offices of lisa f williams, martin & johnson tax service, m2n business service, one of a kind car sales","car dealership, financial services, legal services",,,,
street_views_001440,2019-04-01,"W MLK Blvd, South",2600,13471,"advertise here, h & m hardware store, tools, parking thru alley, kitchen, gardening, supplies, laminate, flooring, for lease, tile, whole foods market, ","iglesia de jesucristo graciaredentora, siendo justificados gratuitamente por su gracia mediante la redencion que es en cristo jesus, horarios lunes servicio de oracion, miercoles servicio de predicacion, viernes oracion, sabado servicio de predicacion, domingo",advertise here,,"iglesia de jesucristo, h &m hardware, ","church, hardware store",,hand painted sign,,
street_views_001441,2019-04-01,"W MLK Blvd, South",2600,13471,clean king laundry,,,,clean king laundry,laundromat,parking lot,,,
street_views_001442,2019-05-01,"W MLK Blvd, North",2500,13497,"transfiguration elementary school, now enrolling, a legacy of making a difference, transigurationla.org, tranfiguration elementary school, the hustle, mothers day weekend, the intruder, dont let me go, welcome to transfigueration catholic church, schedule of masses",,"the hustle movie, the intruder movie",,transfigueration catholic church,church,,,,
street_views_001443,2019-05-01,"W MLK Blvd, South",2400,13475,"jewell cleaners, 1 day service, booths for rent, booth for rent, the palace beauty salon, full service beauty salon, color weaves hair cuts thermal process, walk in welcome, specializing in relaxers extensions braids press & curls and more ",,,,"jewell cleaners, the palace beauty salon ","dry cleaning, beauty salon",parking lot,,,
street_views_001444,2019-05-01,"W MLK Blvd, South",2500,13472,"animal medical center boarding and grooming, mcdaniel & associates income tax, file your taxes today, real estate sales & loans, avaliable here, bank loans, ",,,,"animal medical center, mcdaniel & associates income tax","vet, financial services",,,,
street_views_001445,2019-05-01,"W MLK Blvd, South",2500,13472,"for rent, style of your own, beauty salon, furniture refinishing, cordons furniture refinishing, double your tax refund, the world is ours discovery, cold drinks",,discovery,,cordons furniture refinishing ,furniture maintence ,,,,
street_views_001446,2019-05-01,"W MLK Blvd, North",2400,13489,"cocacola, worldwide tacos, marshmellow",,marshmellow dj,,worldwide tacos,restaurant,parking lot,,,
street_views_001447,2019-05-01,"W MLK Blvd, South",2400,13475,"need someone to talk to, need prayer, minister available, wednesday friday saturday, the eagle's nest evangilical fellowship, pastor evanglist, present pentecostal explosion, rekindle the fire, the flame of evanglism must never die, house of lcs fashions, african fabrics, italian shoes, bags, fashion jewlery, we do aso-ebi for weddings, birthdays, anniversaries etc, lagos fashions, laces voile, french, velvet, organza, brocade, ankara, vilasco, basin, hollandais, aso-oke, georges, tafeta, polish cotton, weekly new arrivals, special orders available, ",,,,"lagos fashions, house of lcs fashions, the eagle's nest evangelisitic felic fellowship","clothing store, church",,hand painted sign,,
street_views_001448,2019-05-01,"W MLK Blvd, North",2400,13489,"king chief, smoke shop, bob e pins, natural woman hair, for lease,  too unique",,,,"king cheif smoke shop, bob e pins, ","beauty supply, smoke shop",,,,
street_views_001449,2019-05-01,"W MLK Blvd, South",2400,13475,"living truth christian fellowship, long nails, parking in rear",,,,"living truth christian fellowship, long nails","nail salon, church",,,,
street_views_001450,2019-05-01,"W MLK Blvd, North",2300,56170,for lease,,,,,commercial,,,,
street_views_001451,2019-05-01,"W MLK Blvd, South",2300,56173,"creative hands learning academy, creative hands learning academy enroll now infants to 6 year old, we ace accept all programs for infants thru kindgergarten",,,,creative hands learning academy,day care,parking lot,hand painted signs,,
street_views_001452,2019-05-01,"W MLK Blvd, North",2300,13490,"water pump, brakes, tune ups, head job, starters, king auto, tune ups, axel, radiator, brakes, tires new & used, sebastian tires, early detection saves lives, sebastian tires now open near you, open 7 days mon to sat sunday, engine job, king total car care diagnostics, check engine ligh,yokohama, pirelli, good year, ",la deteccion temprana salva vidas,,,"sebastian tires, king auto",automotive services,parking lot,hand painted signs,,
street_views_001453,2019-05-01,"W MLK Blvd, South",2300,13479,"radiator, engine, filtration, tune ups, clutch job, brakes, water pumps, rear end, consolidated auto sales and repair, radiator, don't let them in, the intruder",,the intruder movie,,consolidated auto sales and repair,automotive services,parking lot,hand painted signs,,
street_views_001454,2019-05-01,"W MLK Blvd, North",2200,13494,mcdonalds,,,,mcdonalds,fast food,parking lot,,,
street_views_001455,2019-05-01,"W MLK Blvd, South",2200,13482,new heights charter high school,,,,new heights charter high school,school,,,,
street_views_001456,2019-05-01,"W MLK Blvd, North",2100,56174,"barber shop, lucky liquor market place, fashion is food, beauty supply, income tax, tax methods, martell, taste the extraordinary, martell, taste the extraordinary, los angeles lakers, reflect your past project our future, enjoy our product responsibly, coors light, rockstar energy drink, no drinking 41.27 clamc, no pan handling 41.41.11.lamc, no loitering cpc647.e, no loitering, no loitering, no loitering, no loitering, jin collection, tshirts, underwear, socks, sweater, pro club, caps backpack, ",,,,"barber shop, lucky liquor market place, fashion is food, beauty supply, tax methods income tax","financial services, barber shop, liquor store, ",,,,
street_views_001457,2019-05-01,"W MLK Blvd, South",2100,56177,ive seen what happens when ,,,,,commercial,,,incomplete sign,
street_views_001458,2019-05-01,"W MLK Blvd, South",2100,56177,"coin laundry, last wash, emergenct number, last wash, emergency number, business hours, business hours",,,,coin laundry,laundromat,,,,
street_views_001459,2019-05-01,"W MLK Blvd, North",2000,17014,"g & j market, atm, check cashing, ebt, money orders, market, cold, money gram, international",tenemos productos de centroamerica,,,g & j market,market,parking lot,hand painted sign,,
street_views_001460,2019-05-01,"W MLK Blvd, South",2000,16959,"tae kwon do, self defense, taeki side kick","defensa personal, hablamos espanol",,,tae kwon do,martial arts,,"hand painted sign, ",,
street_views_001461,2019-05-01,"W MLK Blvd, South",2000,16959,,,,,,residential,,mural,,
street_views_001462,2019-05-01,"W MLK Blvd, South",2000,50789,,,,,,residential,,,,
street_views_001463,2019-05-01,"W MLK Blvd, North",2000,10937,,,,,,residential,,,,
street_views_001464,2019-05-01,"W MLK Blvd, South",2000,50739,,,,,,residential,,,,
street_views_001465,2019-05-01,"W MLK Blvd, North",2000,10937,,,,,,residential,,,,
street_views_001466,2019-05-01,"W MLK Blvd, North",2000,10937,"learning by design charter school, now enrolling, leanring design, grades, english","anos, inscribase hoy, espanol",,,learning by design charter school,school,parking lot,,,
street_views_001467,2019-05-01,"W MLK Blvd, North",1900,47122,,,,,,residential,,,,
street_views_001468,2019-05-01,"W MLK Blvd, South",1900,50739,,,,,,residential,,,,
street_views_001469,2019-05-01,"W MLK Blvd, North",1900,47122,,,,,,residential,,,,
street_views_001470,2019-05-01,"W MLK Blvd, South",1900,50739,,,,,,residential,,,,
street_views_001471,2019-05-01,"W MLK Blvd, North",1800,47122,,,,,,residential,,,,
street_views_001472,2019-05-01,"W MLK Blvd, South",1800,50740,,,,,,residential,,,,
street_views_001473,2019-05-01,"W MLK Blvd, North",1800,47121,,,,,,residential,,,,
street_views_001474,2019-05-01,"W MLK Blvd, South",1800,50740,,,,,,residential,,,,
street_views_001475,2019-05-01,"W MLK Blvd, North",1800,47121,,,,,,residential,,,,
street_views_001476,2019-05-01,"W MLK Blvd, South",1700,50740,,,,,,residential,,,,
street_views_001477,2019-05-01,"W MLK Blvd, South",1700,50740,clevelandnd villa,,,,,residential,,,,
street_views_001478,2019-05-01,"W MLK Blvd, North",1700,47121,,,,,,residential,,,,
street_views_001479,2019-05-01,"W MLK Blvd, South",1700,6196,"carlos cleaners, award winner, open, hour service, carlos cleaners",,,,carlos cleaners,dry cleaning,,,,
street_views_001480,2019-05-01,"W MLK Blvd, North",1700,7789,"free dry, atm, ebt cash, atm inside, 24 hour open, free dry, free dry, coin laundry",lavanderia,,,lavanderia,laundromat,,,,
street_views_001481,2019-05-01,"W MLK Blvd, South",1700,6196,"motel, color tv",,,,,motel,parking lot,,,
street_views_001482,2019-05-01,"W MLK Blvd, North",1700,7789,"new bethel apostolic church of god in christ, order of service, new bethel apostolic c.o.g.i.c.,  new bethel apostolic church",,,,new bethel apostolic church of god in christ,church,parking lot,,,
street_views_001483,2019-05-01,"W MLK Blvd, South",1700,6196,morehouse apartments,,,,,residential,,,,
street_views_001484,2019-05-01,"W MLK Blvd, South",1700,7789,"now enrolling, kipp scholars, grades, kipp scholar academy",grados,,,kipp scholar academy,private school,parking lot,,,
street_views_001485,2019-05-01,"W MLK Blvd, South",1700,6196,"now enrolling, kipp scholars, grades, kipp scholar academy, bright futures start here, kipp ipp scholar academy","inscribase hoy, grados,  un futuro empaza aqui",,,kipp scholar academy,private school,,,,
street_views_001486,2019-05-01,"W MLK Blvd, South",1700,6196,"infant & pre-school, child care & education center, cfreative learning centers nursery 4th, infants thru 6 years old, creative learning academy inc, we potty train, infants & pre-school center, an excellent child care & eduation center, infants thru 1st grade, creative learning centers nursery, enroll now, hands on learning, smartboard technology, we potty train, hot meals served daily, all payment programs accepted",,,,creative learning centers nursery,day care,,,,
street_views_001487,2019-05-01,"W MLK Blvd, North",1700,6194,"best donuts, ice cream & sandwich, louisiana kitchen popeyes, 24 hour drive thru, free dry, liberty income tax, subway, boost mobile, dentist, chinese & thai food, beauty supply, le's nails, smoke 4 less, pizza king, color nails, hong kong chinese food espress, , western king center, free driver education, credit repair, nails +, hair plus +, leimert dental, practice of utibe effiom dds, metro pcs, smoke 4 less, now open tobacco, accurate friendly guarenteed, fred loya insurance","free driver education, credit repair,",,,"popeyes, best donuts,  hong kong, boost mobile, nails +, pizza king, liemert dental, hair plus +, baby nutrition, metro PCS, le's nails, wash dry, liberty income tax, smoke 4 less, fred loya insurance","insurance, smoke shop, financial services, laundromat, nail salon, cellular service, grocery, beauty supply, dentist, fast food, ",parking lot,,,
street_views_001488,2019-05-01,"W MLK Blvd, South",1700,6194,"auto zone, checks cashed, end school zone, speed limit",,,,"auto zone, checks cashed","financial services, automotive services",parking lot,,,
street_views_001489,2019-05-01,"W MLK Blvd, North",1600,7785,"checks cashed, loans, western union, ebt, one day tax service, jimenez discount furniture, law away, custom made furniture, visa, mastercard, debit card, for lease, come in we're open, ebt, for lease, no cost up front, refund advance loans, atm, open, any electrical problems, i buy houses fast cash",plan de apartado,"any electrical problems, i buy houses fast cash",,,"one day tax service, jiemenz discount furniture,  ","financial services, furniture store",,hand painted sign,
street_views_001490,2019-05-01,"W MLK Blvd, South",1600,6195,"burger king, h&r block, sabina salon beauty supply, $5 & up fashion, cleaners, pands classic restaurant,  plaza market fish, cvs pharmacy, ",,,,"burger king, h&r block, sabina salon beauty supply, $5 & up fashion, cleaners, plaza market fish, panda chinese restaurant, cvs pharmacy, ","restaurant, fast food, financial services, beauty supply, clothing store, fish market, pharmacy",parking lot,,,
street_views_001491,2019-05-01,"W MLK Blvd, North",1600,7785,"tools household items, perez goods sales discount store, cell phone accesories, karaoke domino social club,   karaoke & domino social club, gifts, jewlery, handbags, shoes at amazing sale prices everyday, karma clothing, what goes around comes around, panchi's party supply and gifts, party supplies, tables, chair, jumpers, party rentals, LA friendly touch beauty salon, insurance auto registration, princess insurance, services inc, like us on, closed tuesdays, close out sale, everything under $20 only, 75% off discount, ",se habla espanol,,,"princess insurance services, LA friendly touch beauty salon, panchi's party supplies and gifts, karma clothing, karaoke domino social club, perez goods sales discount store, ","insurance, beauty salon, party supplies, clothing store, karaoke, discount store",,hand painted sign,,
street_views_001492,2017-02-01,"W MLK Blvd, South",1600,13480,"wash, we accept other car wash coupons, open 7 days",,,,,car wash,parking lot,,,
street_views_001493,2017-02-01,"W MLK Blvd, North",1600,16961,,,,,,residential,,,,
street_views_001494,2017-02-01,"W MLK Blvd, South",1600,13480,car wash red carpet,,,,,car wash,,,,
street_views_001495,2017-02-01,"W MLK Blvd, North",1600,16961,double your tax refund,,double your tax refund,,,residential,,,,
street_views_001496,2017-02-01,"W MLK Blvd, North",1500,16960,,"iglesia pentecostes pena de horeb, para mas imformacion, martes, jueves, sabado, domingo,  domingo",,,iglesia pentecostes,church,parking lot,,,
street_views_001497,2017-02-01,"W MLK Blvd, South",1500,13477,"harvard motor inn, new rooms, free wifi, 42 flat screen tvs, over 100 hd channels, refrigerators, premier movie channels, hbo & espn,",,,,harvard motor inn,motel,parking lot,,,
street_views_001498,2017-02-01,"W MLK Blvd, North",1500,16960,"greater new vision, missionary baptist church, organizer / pastor, lucious pope","iglesia pentecostes pena de horeb, horario de cultos, martes y jueves, sabado y domingo",,,,church,,,,
street_views_001499,2017-02-01,"W MLK Blvd, South",1500,13477,,"restaurante, paseo san miguel, salvadoreno",,,restaurante salvadoreno,restaurant,parking lot,"street art, mural",,
street_views_001500,2017-02-01,"W MLK Blvd, North",1500,17012,"king jr auto service, complete auto care, free diagnostic check with repair, smog check & repair center, offical test & repair station, smog check, star certified, free diagonostic check with repair, king jr auto service, notice",,,,"bail bonds fianzas, king jr auto service","automotive services, bail bonds",parking lot,,,
street_views_001501,2017-02-01,"W MLK Blvd, South",1500,13474,"homer f brommer southwest community police station, atm, ",,,,homer f brommer southwest community police station,police station,,,,
street_views_001502,2017-02-01,"W MLK Blvd, North",1500,17012,"bail bonds, fianzas, your way out, bail bonds, finanzas, bail bonds, fish, louisiana seafood, open, open hours, call in or,",se habla espanol,,,"louisiana seafood, your way out bail bonds, bails bonds fianza","bail bonds, restaurant, ",,,,
street_views_001503,2017-02-01,"W MLK Blvd, North",1500,17012,"wash & dry, 55 min dry, 55 min dry, clean king, leenland cleaners, ",,,,"clean king, leenland cleaners, ","dry cleaning, laundromat",parking lot,,,
street_views_001504,2017-02-01,"W MLK Blvd, South",1500,16958,"bail bonds, the barber house, open, celes king community town hall, kingdom day parade, celebrate, participate, volunteer, larry grant, auto registration services, insurance, open 24 hours, ups, aztecas auto registration services insurance","aseguranza, en la carcel, nosotros lo sacamos, fianzas, ",,,"bail bonds, aztecas auto registration services insurance, celes king community town hall, the barber house","bail bonds, insurance, barber shop, political group",,hand painted sign,,
street_views_001505,2017-02-01,"W MLK Blvd, North",1500,17013,"king jr gas & mart, gasoline, unlimited, plus, premium, cash, credit card, we accept ebt, gas & mart, groceries daily, lotto, atm, grand opening, tune up brake & lamp, smog check, king's  auto tech, fuel, computer, engine, overhaul, market, ebt, amerigas, ",,,,"king jr gas & mart, king's auto tech","gas station, automotive services",parking lot,,,
street_views_001506,2017-02-01,"W MLK Blvd, North",1500,17013,"sigue mini market, metro pcs, we repair, atm, atm machine, intermex, access, wireless hook up, boost mobile, metro pcs, pro club, repair, center, joyvin, virgin, unlimited gigs 4 lines, 5 free galaxy phones, open, sale, ","recarga de minutos a mexico y centro america, envios de dinero, participa para ganar un mercedes en la concurso blackjack enero-marzo,","larry flynt's hustler casino, jovin, ",,"sigue mini market, metro pcs, boost mobile","cellular service, convenience store",,hand painted sign,,
street_views_001507,2017-02-01,"W MLK Blvd, South",1500,16958,"tv repair center, stereos insallations",cellulares y tarietas prepagaoas,,,,residential,,,,
street_views_001508,2017-02-01,"W MLK Blvd, North",1500,17013,"south figueroa drugs, for lease","iglesia pentecostes misionera camino al cielo, pastores jorge y almira rivera, iglesia pentecostes",,,"iglesia pentecostes misionera, south figueroa drugs","church, pharmacy",,hand painted sign,,
street_views_001509,2017-02-01,"W MLK Blvd, North",1400,17011,,,,,,residential,,,,
street_views_001510,2017-02-01,"W MLK Blvd, South",1400,16957,"ted's auto parts, open 7 days, ted's auto parts co ",,,,ted's auto parts,automotive services,parking lot,hand painted signs,,
street_views_001511,2017-02-01,"W MLK Blvd, South",1400,16598,"blim carpet, the hard wood, carpet sale, howard johnson",abogado de inmigracion,,,"blim carpet, abogado de inmigracion howard johnson","legal service, carpet store",,hand painted signs,,
street_views_001512,,,,,,,,,,,,,,
street_views_001513,,,,,,,,,,,,,,
street_views_001514,2017-02-01,"W MLK Blvd, North",1400,17011,"firestone, complete car services, brakes, tune ups, gold coast tire, oil change, pit stop service, batteries, services, front end service, now open sundays, anniversary sale, interest, filter, lube, free safety inspection, ",,,,"firestone, gold coast tire",automotive services,parking lot,hand painted sign,,
street_views_001515,2017-02-01,"W Mlk Blvd, South",1400,15957,"rios auto body parts, toyota, honda, nissan, bmw, gmc, saturn, mada, acura, chevy, lexus, dodge, ford, mitsubuishi, isuzu, radiators, lights, fenders, bumpers,","barberia el paisano, ",,,"rios auto body parts, barberia el paisano","automotive services, barber shop",parking lot,hand painted sign,,
street_views_001516,2017-02-01,"W MLK Blvd, South",1400,16957,"t & t market, beer, wine, atm, ebt, now ebt card, thank you for your business please come back soon, atm, thank you for shopping here your business is appreciated, zumba, maylane zumba studio, shakalee, ",,,,"zumba, t & t market","market, fitness studio",,"hand painted sign, street art",,
street_views_001517,2017-02-01,"W MLK Blvd, North",1400,17010,"ale fish market, you buy we fry, alex fish market, free cooking, lunch special, open, monday and thursday, alex fish, red snapper, whitting, san dabs, buffalo",,,,ale fish market,fish market,parking lot,,,
street_views_001518,2017-02-01,"W MLK Blvd, South",1400,16956,"fifty shades darker, valentines day, step out of the ordinary, inner city youth artistic development & performance center, mario's thrift shop,  jackets, all 10% off, the community church, a godly key community sensitivity, dining room, truth flowers blossoming, youth powers, nature's hotline presents natural soul food, the 1st marathon mom's mushland, ","ropa nueva usada, blusas, alteraciones",fifty shades darker movie,,"natural soul food cafe,  mario's thrift shop, the community church, natures hotline","restaurant, food education, social serivce, rec center, church, thrift shop",,,,
street_views_001519,2017-02-01,"W MLK Blvd, North",1400,17010,"jack in the box, juciest, butteriest, craviest, buttery jack, ",,,,jack in the box,fast food,parking lot,,,
street_views_001520,2017-02-01,"W MLK Blvd, South",1400,16956,"video, play station, x box, new movies every week, new xxx movies, nintendo wii, wet set, relaxers, color, eugene's barber styling & beauty salon, fades, tapers, flat tops, locks, balds, afros, keep america beautiful get a haircut, graphic part designs, barber shop and beauty salon, ",,,,"eugene's barber styling & beauty salon, video 2000","dvd store, barber shop, beauty salon",,hand painted signs,,
street_views_001521,2017-02-01,"W MLK Blvd, North",1400,17026,kfc,,,,kfc,fast food,parking lot,,,
street_views_001522,2017-02-01,"W MLK Blvd, South",1400,16005,"bessy beauty salon,  ask for bessy, bessy's, permanent makeup & 3d eyebrow, ask for bessy, station for rent",se renta estacion,,,bessy beauty salon,beauty salon,,hand painted sign,,
street_views_001523,2017-02-01,"W MLK Blvd, South",1400,16005,"king tv service, total repair, tv, tv, tv, tv, computer, we fix cellphones broken screens, angies party supply, tables, chairs, canopies, angie's party supplies & floewrs,",,,,king tv service,electronics store,,,,
street_views_001524,2017-02-01,"W MLK Blvd, North",1400,11724,"free phone for everyone metro pcs, taco bell",,metro pcs,metro pcs,taco bell,fast food,parking lot,,,
street_views_001525,2017-02-01,"W MLK Blvd, South",1400,16005,"american gasoline, fisel, double tax refund, smog check, test only center, ebt accepted, smog check, test only, tv computer, we fix cellphones broken screens",,,"double tax refund, tv computer, we fix cellphones broken screens",american gasoline,"gas station, automotive services",parking lot,,,
street_views_001526,2017-02-01,"W MLK Blvd, North",1300,16006,"arco, lucky you we have quality top tier gas, arco min mart, atm cash, motorcycle accident, law office of jacob emrani",,legal services,law office of jacob emrani,arco,gas station ,parking lot,,,
street_views_001527,2017-02-01,"W MLK Blvd, North",1300,41674,"bitten by a dog, call, ",,legal services,law office of jacob emrani,,residential,,,,
street_views_001528,2017-02-01,"W MLK Blvd, South",1300,16004,"open drive thru, shrimp basket, fried chicken, pack, pack, atm, jr pack, burger factory",,,,burger factory,fast food,parking lot,,,
street_views_001529,2017-02-01,"W MLK Blvd, South",1300,41548,,,,,,residential,,,,
street_views_001530,2019-05-01,"W MLK Blvd, North",1300,41674,dogs a science tail,,,,,residential,,,,
street_views_001531,2019-05-01,"W MLK Blvd, South",1300,41548,,,,,,residential,,,,
street_views_001532,2019-05-01,"W MLK Blvd, North",1300,41674,,,,,,residential,,,,
street_views_001533,2019-05-01,"W MLK Blvd, South",1300,41548,,,,,,residential,,,,
street_views_001534,2019-05-01,"W MLK Blvd, North",1200,41674,dogs a science tail,,,,,residential,,,,
street_views_001535,2019-05-01,"W MLK Blvd, South",1200,41547,,,,,,residential,,,,
street_views_001536,2019-05-01,"W MLK Blvd, North",1200,41674,,,,,,residential,,,,
street_views_001537,2019-05-01,"W MLK Blvd, South",1200,41547,dogs a science tail,,,,,residential,,,,
street_views_001538,2019-05-01,"W MLK Blvd, South",1200,41547,,,,,,residential,,,,
street_views_001539,2019-05-01,"W MLK Blvd, South",1200,41547,,,,,,residential,,,,
street_views_001540,2019-05-01,"W MLK Blvd, North",1200,41557,dogs a science tail,,,,,residential,,,,
street_views_001541,2019-05-01,"W MLK Blvd, South",1200,8163,"western dental  & orthodontics, western dental & othrodontics",,,,western dental & orthodontics,dentist,,,,
street_views_001542,2019-05-01,"W MLK Blvd, North",1100,10939,"advertise here, university seventh day adventist church",,,,university seventh day adventist church,church,,,,
street_views_001543,2019-05-01,"W MLK Blvd, South",1100,8162,"car wreck one call does it all, ellis law, randy ellis, injured, trojan cleaners, the intruder, parking lot next door, money gram",,"movie, legal services, money order","money gram, the intruder, ellis law",trojan cleaners,dry cleaning,parking lot,,,
street_views_001544,2019-05-01,"W MLK Blvd, North",1100,41559,,,,,,residential,,,,
street_views_001545,2019-05-01,"W MLK Blvd, South",1100,8161,"smoke shop & mini market, pepsi now open, time, ",,,,smoke shop & mini mart,"smoke shop, clothing store",street art,,,
street_views_001546,2019-05-01,"W MLK Blvd, South",1100,8161,"would you foster a child or teen, children in our community, someone like you, fostering home los angeles county,",,fostering home,,,commerical,,,,
